log_id,user_id,action,resource,timestamp,purpose_of_use,result
L0001121,U0015,READ,outcome,2019-11-24 06:15:39,governance,success
L0001122,U0076,READ,condition,2024-03-23 17:55:20,research,success
L0001123,U0011,READ,encounter,2023-11-15 03:41:11,care,success
L0001124,U0026,SCORE,condition,2020-10-29 00:14:26,governance,success
L0001125,U0060,READ,model,2021-05-20 03:54:00,research,success
L0001126,U0051,READ,medication,2022-08-30 10:20:57,population_health,success
L0001127,U0099,ADMIN,medication,2021-06-13 08:03:15,research,success
L0001128,U0088,WRITE,outcome,2018-11-27 14:53:46,research,denied
L0001129,U0090,READ,medication,2024-01-16 21:35:08,population_health,success
L0001130,U0080,READ,condition,2023-09-23 00:05:03,care,success
L0001131,U0004,SCORE,observation,2019-07-03 18:48:45,governance,success
L0001132,U0053,READ,model,2018-01-26 21:30:33,care,success
L0001133,U0069,WRITE,observation,2019-08-17 23:23:27,population_health,success
L0001134,U0028,WRITE,patient,2024-07-03 15:27:04,research,success
L0001135,U0057,READ,medication,2020-06-19 20:06:20,population_health,success
L0001136,U0016,READ,encounter,2018-11-02 09:00:38,care,success
L0001137,U0067,READ,encounter,2018-01-03 06:45:16,research,success
L0001138,U0081,READ,encounter,2022-05-23 19:58:42,population_health,success
L0001139,U0027,READ,encounter,2020-03-19 23:46:45,research,success
L0001140,U0012,READ,consent,2025-02-01 23:12:30,population_health,success
L0001141,U0039,WRITE,encounter,2019-11-14 19:07:47,governance,success
L0001142,U0008,READ,medication,2024-03-07 05:40:54,population_health,error
L0001143,U0084,READ,encounter,2019-10-28 19:51:32,governance,success
L0001144,U0052,READ,model,2024-01-05 16:08:57,care,success
L0001145,U0005,WRITE,encounter,2018-03-26 09:14:31,care,success
L0001146,U0045,READ,model,2019-04-11 04:34:51,governance,success
L0001147,U0021,SCORE,condition,2022-02-19 06:31:05,care,success
L0001148,U0048,ADMIN,consent,2021-10-03 19:20:18,governance,success
L0001149,U0022,READ,condition,2020-06-11 14:48:13,population_health,success
L0001150,U0064,READ,medication,2023-09-10 00:15:08,governance,success
L0001151,U0032,SCORE,consent,2021-01-25 19:44:22,care,success
L0001152,U0083,READ,model,2020-03-27 05:36:01,governance,success
L0001153,U0043,READ,patient,2019-02-25 13:33:44,population_health,success
L0001154,U0003,READ,consent,2023-12-22 13:07:07,care,error
L0001155,U0071,READ,outcome,2024-09-30 17:46:45,population_health,success
L0001156,U0090,READ,condition,2019-12-15 05:44:52,population_health,success
L0001157,U0075,SCORE,consent,2021-06-10 19:48:40,governance,success
L0001158,U0054,SCORE,condition,2024-09-11 06:28:02,governance,success
L0001159,U0013,READ,model,2019-11-13 00:37:29,governance,success
L0001160,U0045,READ,outcome,2023-11-10 11:14:39,care,success
L0001161,U0026,WRITE,medication,2018-04-18 07:16:39,population_health,success
L0001162,U0053,SCORE,medication,2018-06-26 06:38:50,research,success
L0001163,U0016,READ,patient,2025-05-07 10:09:46,care,success
L0001164,U0004,READ,medication,2025-04-30 16:00:45,population_health,success
L0001165,U0098,ADMIN,condition,2018-11-08 19:19:00,research,success
L0001166,U0029,SCORE,model,2023-08-23 15:43:15,research,success
L0001167,U0097,READ,outcome,2022-06-15 17:07:21,governance,success
L0001168,U0048,READ,medication,2021-05-11 06:21:58,care,success
L0001169,U0087,WRITE,observation,2023-12-09 07:59:48,research,success
L0001170,U0085,WRITE,medication,2022-02-27 04:39:45,care,success
L0001171,U0053,READ,encounter,2023-01-27 05:13:43,governance,success
L0001172,U0034,READ,patient,2024-08-11 01:47:03,care,success
L0001173,U0097,WRITE,encounter,2025-07-28 09:18:28,governance,success
L0001174,U0028,READ,condition,2019-08-02 16:38:25,research,success
L0001175,U0087,READ,encounter,2021-04-20 10:16:20,population_health,success
L0001176,U0010,READ,condition,2025-05-15 03:57:22,population_health,success
L0001177,U0034,READ,encounter,2019-12-13 20:31:31,governance,denied
L0001178,U0006,WRITE,outcome,2024-10-16 22:05:49,population_health,success
L0001179,U0011,READ,consent,2022-02-16 05:29:16,governance,success
L0001180,U0072,READ,patient,2023-09-12 21:09:45,research,success
L0001181,U0045,SCORE,model,2025-06-26 20:03:31,governance,success
L0001182,U0044,READ,medication,2025-04-21 18:36:23,care,success
L0001183,U0045,READ,consent,2022-04-19 20:32:58,population_health,success
L0001184,U0044,READ,patient,2025-08-01 05:30:50,governance,success
L0001185,U0066,SCORE,consent,2023-06-17 02:25:47,care,success
L0001186,U0061,READ,condition,2025-05-24 23:33:30,population_health,denied
L0001187,U0023,READ,model,2018-10-25 14:02:48,care,success
L0001188,U0025,READ,consent,2022-02-27 20:37:13,care,success
L0001189,U0083,READ,consent,2023-08-01 21:28:48,population_health,success
L0001190,U0034,READ,model,2022-02-26 05:10:28,population_health,success
L0001191,U0083,ADMIN,outcome,2020-06-15 01:27:47,population_health,success
L0001192,U0093,READ,outcome,2019-09-11 23:39:53,care,error
L0001193,U0067,READ,model,2021-12-21 10:18:49,care,error
L0001194,U0050,READ,observation,2019-11-06 21:44:13,population_health,success
L0001195,U0066,WRITE,consent,2021-08-10 14:34:42,research,success
L0001196,U0088,READ,medication,2024-07-29 03:18:04,population_health,success
L0001197,U0063,READ,outcome,2023-05-27 07:00:35,research,success
L0001198,U0088,ADMIN,medication,2022-03-29 17:13:56,research,success
L0001199,U0013,READ,encounter,2020-02-27 03:56:05,research,success
L0001200,U0029,READ,patient,2020-12-19 18:23:46,population_health,success
L0001201,U0025,READ,observation,2021-05-26 00:57:01,care,success
L0001202,U0055,READ,model,2021-08-23 03:30:37,governance,success
L0001203,U0003,READ,encounter,2024-03-18 21:29:15,care,success
L0001204,U0081,READ,condition,2025-01-18 08:25:06,governance,success
L0001205,U0003,READ,consent,2024-12-24 11:55:11,governance,success
L0001206,U0055,READ,model,2024-01-26 03:16:50,research,success
L0001207,U0083,READ,consent,2025-08-09 10:15:22,care,success
L0001208,U0029,ADMIN,medication,2019-04-03 10:03:30,care,denied
L0001209,U0035,SCORE,observation,2021-03-23 06:30:39,governance,success
L0001210,U0094,READ,medication,2023-07-18 08:11:39,governance,success
L0001211,U0052,READ,observation,2024-12-14 18:04:54,research,success
L0001212,U0086,READ,consent,2022-11-09 11:41:43,governance,success
L0001213,U0018,SCORE,encounter,2019-09-20 19:30:36,governance,success
L0001214,U0009,READ,condition,2023-01-02 19:24:04,governance,success
L0001215,U0056,READ,observation,2018-07-12 00:42:02,research,success
L0001216,U0016,READ,patient,2022-03-28 03:25:26,governance,success
L0001217,U0051,READ,model,2018-09-01 20:17:41,care,success
L0001218,U0053,READ,condition,2025-03-04 07:21:11,governance,success
L0001219,U0042,READ,encounter,2018-09-30 02:38:29,care,success
L0001220,U0047,ADMIN,observation,2025-03-07 08:20:17,population_health,success
L0001221,U0029,READ,medication,2019-10-18 18:59:12,care,success
L0001222,U0039,READ,encounter,2018-03-24 20:07:35,care,success
L0001223,U0069,SCORE,model,2024-07-28 23:38:07,population_health,success
L0001224,U0100,WRITE,model,2020-02-22 07:56:34,population_health,success
L0001225,U0049,SCORE,encounter,2022-07-26 08:14:19,population_health,success
L0001226,U0072,READ,medication,2019-08-25 17:33:44,care,success
L0001227,U0047,READ,consent,2019-09-08 12:38:51,care,success
L0001228,U0080,READ,condition,2021-12-07 23:57:47,research,success
L0001229,U0042,WRITE,encounter,2019-09-12 19:31:35,governance,success
L0001230,U0023,SCORE,outcome,2023-07-02 14:04:35,research,success
L0001231,U0053,READ,model,2018-08-28 06:23:38,population_health,success
L0001232,U0094,READ,encounter,2018-08-03 15:20:40,population_health,success
L0001233,U0089,READ,encounter,2023-04-05 21:59:39,care,success
L0001234,U0010,READ,observation,2018-04-23 20:07:23,care,success
L0001235,U0082,READ,encounter,2018-07-15 12:27:52,governance,success
L0001236,U0014,WRITE,consent,2018-10-15 14:13:13,governance,success
L0001237,U0020,READ,patient,2018-02-20 04:32:48,research,success
L0001238,U0065,READ,consent,2020-12-14 21:33:08,governance,success
L0001239,U0004,READ,patient,2023-11-18 01:00:54,care,success
L0001240,U0072,READ,model,2024-08-22 22:03:16,care,success
L0001241,U0051,READ,observation,2023-10-31 05:50:58,population_health,success
L0001242,U0087,READ,encounter,2021-07-29 03:04:05,governance,success
L0001243,U0043,WRITE,condition,2019-09-10 20:24:23,care,success
L0001244,U0026,READ,observation,2018-04-03 00:27:02,care,success
L0001245,U0067,READ,condition,2024-08-08 10:46:10,research,success
L0001246,U0093,READ,encounter,2019-03-12 15:42:46,research,success
L0001247,U0037,READ,observation,2025-03-10 18:52:53,research,success
L0001248,U0031,READ,patient,2021-02-11 12:48:17,governance,success
L0001249,U0043,WRITE,model,2019-11-05 05:06:50,research,success
L0001250,U0018,READ,consent,2020-04-08 05:45:14,care,success
L0001251,U0037,READ,outcome,2023-08-09 14:17:05,governance,denied
L0001252,U0022,READ,condition,2024-08-05 18:23:16,governance,success
L0001253,U0074,READ,medication,2025-02-12 03:44:19,research,success
L0001254,U0028,READ,patient,2021-05-04 09:44:02,care,success
L0001255,U0075,WRITE,patient,2020-02-29 01:30:36,governance,denied
L0001256,U0057,READ,model,2018-08-04 01:35:06,population_health,success
L0001257,U0018,READ,observation,2023-02-10 04:05:31,population_health,success
L0001258,U0073,SCORE,outcome,2023-09-09 08:58:20,governance,success
L0001259,U0053,READ,patient,2024-02-04 13:06:10,research,success
L0001260,U0075,SCORE,observation,2020-12-04 08:17:28,governance,success
L0001261,U0044,READ,medication,2025-07-22 12:51:51,population_health,success
L0001262,U0018,WRITE,consent,2022-03-08 04:44:02,research,success
L0001263,U0039,READ,model,2024-01-15 18:24:50,governance,success
L0001264,U0060,READ,outcome,2024-11-21 23:37:04,population_health,success
L0001265,U0037,READ,consent,2022-12-05 04:53:21,research,success
L0001266,U0078,READ,medication,2021-07-26 11:16:49,care,success
L0001267,U0083,READ,consent,2018-06-21 15:51:45,governance,success
L0001268,U0026,READ,model,2025-05-31 05:54:06,research,success
L0001269,U0074,ADMIN,encounter,2023-08-11 16:21:34,research,denied
L0001270,U0003,READ,consent,2022-06-29 08:09:31,research,success
L0001271,U0058,SCORE,model,2023-09-20 00:16:06,research,success
L0001272,U0011,READ,patient,2023-02-21 00:58:19,research,success
L0001273,U0058,READ,condition,2024-11-16 03:17:57,research,success
L0001274,U0002,ADMIN,patient,2022-07-31 08:15:20,governance,success
L0001275,U0035,SCORE,observation,2022-10-13 01:53:15,population_health,success
L0001276,U0008,READ,consent,2022-03-07 12:20:41,population_health,success
L0001277,U0079,SCORE,observation,2019-05-06 07:45:08,population_health,success
L0001278,U0052,SCORE,consent,2020-10-02 14:08:21,care,success
L0001279,U0046,READ,consent,2025-04-17 13:43:10,care,success
L0001280,U0044,READ,medication,2024-03-12 19:51:53,population_health,success
L0001281,U0027,READ,patient,2024-05-10 08:51:31,research,success
L0001282,U0064,READ,model,2019-02-27 08:16:03,care,success
L0001283,U0073,READ,condition,2022-05-16 16:41:11,research,success
L0001284,U0066,READ,patient,2024-01-29 03:57:24,research,success
L0001285,U0021,READ,medication,2020-11-07 01:02:06,governance,success
L0001286,U0095,READ,patient,2025-07-14 23:02:29,care,success
L0001287,U0066,READ,consent,2018-12-02 02:42:34,research,success
L0001288,U0044,READ,medication,2020-08-24 04:14:35,governance,success
L0001289,U0067,READ,model,2021-07-14 11:33:46,governance,success
L0001290,U0031,READ,medication,2024-10-23 14:49:46,governance,success
L0001291,U0059,WRITE,medication,2018-05-28 14:32:40,research,success
L0001292,U0021,READ,condition,2024-01-11 11:44:53,care,success
L0001293,U0100,READ,consent,2024-01-13 17:40:37,research,success
L0001294,U0023,SCORE,consent,2024-05-12 07:51:53,governance,success
L0001295,U0077,READ,observation,2020-10-02 07:41:04,research,success
L0001296,U0067,READ,model,2023-07-10 02:08:50,population_health,success
L0001297,U0075,READ,consent,2020-09-05 00:12:32,care,success
L0001298,U0071,READ,consent,2024-11-16 19:10:39,governance,success
L0001299,U0055,READ,model,2024-03-12 23:50:42,population_health,success
L0001300,U0015,READ,observation,2021-05-30 17:57:44,care,success
L0001301,U0022,ADMIN,medication,2022-02-03 06:25:56,governance,success
L0001302,U0050,READ,outcome,2025-09-26 08:27:21,research,success
L0001303,U0033,READ,condition,2019-02-16 00:12:37,population_health,success
L0001304,U0051,READ,model,2021-10-12 03:58:30,population_health,success
L0001305,U0028,WRITE,outcome,2025-05-30 11:51:31,care,success
L0001306,U0043,WRITE,condition,2019-11-16 04:52:02,care,success
L0001307,U0096,READ,consent,2025-06-04 02:08:11,care,success
L0001308,U0081,SCORE,observation,2024-06-30 02:53:30,governance,success
L0001309,U0052,SCORE,model,2019-12-04 07:59:11,governance,success
L0001310,U0087,SCORE,encounter,2018-08-11 19:22:47,care,success
L0001311,U0071,ADMIN,patient,2018-06-05 12:17:10,population_health,success
L0001312,U0078,READ,condition,2020-01-09 19:41:03,care,success
L0001313,U0018,READ,encounter,2023-11-02 02:23:47,population_health,success
L0001314,U0074,READ,condition,2019-07-05 23:14:55,governance,success
L0001315,U0032,SCORE,medication,2024-01-16 23:12:26,research,success
L0001316,U0013,SCORE,medication,2023-05-10 07:31:40,population_health,success
L0001317,U0024,WRITE,patient,2023-04-13 03:33:12,governance,success
L0001318,U0064,READ,medication,2021-05-14 02:31:19,governance,success
L0001319,U0077,READ,model,2020-07-31 17:09:17,research,success
L0001320,U0094,READ,consent,2018-11-03 08:17:28,population_health,denied
L0001321,U0100,SCORE,observation,2019-11-25 02:38:30,research,success
L0001322,U0071,READ,patient,2020-05-02 03:26:10,governance,success
L0001323,U0041,READ,patient,2023-12-24 06:33:18,research,denied
L0001324,U0083,WRITE,condition,2023-08-17 18:13:08,care,success
L0001325,U0018,READ,patient,2020-08-22 03:25:54,research,success
L0001326,U0081,READ,medication,2019-05-06 22:52:01,research,success
L0001327,U0007,WRITE,medication,2025-02-08 16:52:03,governance,success
L0001328,U0047,SCORE,encounter,2025-03-18 16:31:55,governance,success
L0001329,U0076,READ,outcome,2021-07-07 14:16:30,research,success
L0001330,U0015,SCORE,patient,2021-06-05 16:08:36,care,success
L0001331,U0085,READ,condition,2021-11-06 05:41:03,population_health,success
L0001332,U0080,READ,observation,2022-07-02 23:11:30,care,success
L0001333,U0061,READ,observation,2019-01-04 01:22:10,governance,success
L0001334,U0087,READ,outcome,2025-06-17 05:37:12,population_health,success
L0001335,U0048,READ,medication,2023-11-06 21:02:04,research,success
L0001336,U0059,READ,encounter,2018-08-31 21:34:49,care,success
L0001337,U0084,READ,outcome,2024-08-20 11:37:46,governance,success
L0001338,U0005,READ,patient,2024-08-21 03:11:49,research,success
L0001339,U0075,READ,encounter,2021-08-21 22:59:51,research,denied
L0001340,U0022,READ,patient,2022-02-10 03:15:16,governance,success
L0001341,U0055,ADMIN,outcome,2018-04-04 15:53:38,population_health,success
L0001342,U0072,READ,outcome,2019-05-25 12:52:48,governance,success
L0001343,U0093,SCORE,model,2024-04-25 16:05:47,research,success
L0001344,U0001,SCORE,model,2019-01-02 04:35:09,research,denied
L0001345,U0023,READ,medication,2023-11-17 09:37:26,governance,success
L0001346,U0012,SCORE,observation,2018-04-02 18:20:31,governance,success
L0001347,U0080,READ,condition,2021-07-02 05:32:50,governance,success
L0001348,U0077,SCORE,consent,2023-06-06 22:36:14,governance,success
L0001349,U0058,READ,consent,2024-06-14 00:24:01,research,success
L0001350,U0100,READ,medication,2021-09-27 13:13:50,care,success
L0001351,U0055,ADMIN,observation,2023-03-26 00:28:40,research,success
L0001352,U0066,READ,medication,2019-10-20 12:36:23,governance,success
L0001353,U0009,READ,outcome,2018-02-21 17:11:04,governance,success
L0001354,U0062,READ,condition,2020-09-12 05:45:39,care,success
L0001355,U0022,READ,patient,2019-04-04 10:15:38,research,success
L0001356,U0038,READ,medication,2020-11-23 22:29:48,care,success
L0001357,U0035,READ,encounter,2023-12-23 15:18:04,research,success
L0001358,U0027,SCORE,medication,2025-07-12 09:03:34,governance,success
L0001359,U0044,READ,condition,2018-09-21 14:33:35,population_health,success
L0001360,U0064,READ,condition,2022-12-29 19:49:21,care,denied
L0001361,U0018,READ,medication,2020-11-08 12:01:30,population_health,success
L0001362,U0053,READ,model,2020-11-26 21:30:16,care,success
L0001363,U0054,READ,medication,2021-09-24 11:17:32,governance,success
L0001364,U0026,READ,medication,2025-07-03 07:44:49,care,success
L0001365,U0070,READ,encounter,2018-02-18 19:38:22,governance,success
L0001366,U0041,WRITE,model,2021-09-15 06:43:47,population_health,success
L0001367,U0058,SCORE,encounter,2023-08-26 21:53:20,governance,success
L0001368,U0075,READ,observation,2020-06-21 14:28:14,population_health,success
L0001369,U0038,READ,medication,2024-06-08 12:25:51,care,success
L0001370,U0054,READ,patient,2021-01-16 03:59:46,governance,success
L0001371,U0081,READ,condition,2025-08-01 04:09:01,research,success
L0001372,U0002,READ,condition,2023-11-06 06:26:54,population_health,success
L0001373,U0048,WRITE,patient,2018-08-26 04:16:49,population_health,success
L0001374,U0061,WRITE,condition,2023-10-23 09:25:23,research,success
L0001375,U0057,SCORE,encounter,2023-06-06 03:33:45,research,success
L0001376,U0091,READ,model,2019-05-10 10:36:46,population_health,success
L0001377,U0002,READ,medication,2021-04-30 07:23:13,care,success
L0001378,U0095,READ,observation,2021-09-18 18:16:28,governance,success
L0001379,U0008,READ,consent,2020-03-13 23:52:12,research,success
L0001380,U0069,READ,observation,2023-03-07 20:09:24,care,success
L0001381,U0007,READ,model,2019-10-02 17:52:55,governance,success
L0001382,U0024,READ,consent,2022-09-02 09:30:41,research,success
L0001383,U0054,READ,condition,2025-01-02 15:41:25,governance,success
L0001384,U0045,READ,observation,2018-06-25 00:22:11,care,success
L0001385,U0041,READ,patient,2024-06-16 17:11:20,population_health,success
L0001386,U0079,READ,outcome,2019-01-01 18:19:20,care,success
L0001387,U0001,READ,observation,2020-09-01 05:07:15,care,success
L0001388,U0083,SCORE,encounter,2018-05-08 21:23:08,governance,success
L0001389,U0001,READ,outcome,2019-11-08 20:22:26,governance,success
L0001390,U0037,READ,outcome,2023-02-07 07:14:57,governance,success
L0001391,U0098,READ,consent,2023-03-02 14:44:51,governance,success
L0001392,U0052,READ,consent,2019-10-03 00:44:02,care,success
L0001393,U0035,SCORE,outcome,2022-12-13 18:20:04,research,success
L0001394,U0079,READ,patient,2022-09-17 16:44:19,care,success
L0001395,U0093,READ,medication,2023-08-29 23:52:31,population_health,success
L0001396,U0052,SCORE,patient,2019-04-29 03:17:46,population_health,success
L0001397,U0032,READ,model,2025-09-15 03:14:35,governance,success
L0001398,U0017,READ,condition,2020-02-02 19:04:22,care,success
L0001399,U0003,SCORE,model,2023-03-19 06:50:55,population_health,success
L0001400,U0005,READ,condition,2023-08-02 22:13:46,research,success
L0001401,U0007,READ,model,2020-07-05 17:51:19,governance,success
L0001402,U0005,WRITE,consent,2019-09-29 18:25:04,research,success
L0001403,U0016,READ,condition,2024-02-14 14:29:22,care,denied
L0001404,U0011,READ,observation,2023-02-09 22:31:59,population_health,success
L0001405,U0001,SCORE,patient,2019-11-01 13:10:07,research,success
L0001406,U0056,READ,condition,2022-06-09 04:44:15,care,success
L0001407,U0007,READ,observation,2020-05-06 01:15:27,governance,success
L0001408,U0033,SCORE,consent,2021-05-20 19:36:43,care,success
L0001409,U0054,READ,outcome,2020-12-06 17:12:05,care,success
L0001410,U0029,SCORE,patient,2023-08-17 06:37:59,population_health,success
L0001411,U0052,READ,observation,2018-12-23 14:14:51,research,success
L0001412,U0023,READ,observation,2023-07-20 01:43:00,research,success
L0001413,U0041,READ,consent,2019-08-31 17:06:35,governance,success
L0001414,U0061,READ,patient,2022-08-04 14:14:07,research,success
L0001415,U0044,READ,medication,2018-06-08 14:00:55,care,success
L0001416,U0087,SCORE,observation,2020-11-16 01:14:38,population_health,success
L0001417,U0060,READ,outcome,2023-02-17 01:42:58,population_health,success
L0001418,U0074,SCORE,condition,2018-10-29 18:12:52,governance,success
L0001419,U0095,READ,encounter,2025-09-25 05:27:56,governance,success
L0001420,U0085,READ,consent,2024-10-16 23:24:12,population_health,success
L0001421,U0044,READ,encounter,2024-06-29 03:37:56,care,success
L0001422,U0087,SCORE,model,2023-09-24 17:39:44,research,success
L0001423,U0054,READ,model,2019-10-01 05:21:30,research,success
L0001424,U0100,READ,encounter,2021-05-20 16:00:11,care,success
L0001425,U0038,READ,encounter,2019-10-02 03:42:08,research,denied
L0001426,U0071,READ,patient,2024-11-24 10:42:27,governance,success
L0001427,U0083,WRITE,patient,2021-06-14 03:06:12,population_health,success
L0001428,U0072,WRITE,medication,2018-10-11 01:53:43,population_health,success
L0001429,U0027,READ,model,2019-08-26 00:14:22,governance,success
L0001430,U0082,READ,medication,2025-01-12 10:58:57,governance,success
L0001431,U0001,READ,model,2018-10-09 17:47:55,population_health,success
L0001432,U0029,READ,observation,2022-11-01 10:51:40,care,success
L0001433,U0024,READ,observation,2021-12-19 10:34:34,research,success
L0001434,U0014,READ,observation,2023-07-12 04:37:54,population_health,success
L0001435,U0070,SCORE,consent,2024-03-21 05:58:43,research,success
L0001436,U0098,READ,model,2019-01-21 09:38:28,population_health,success
L0001437,U0037,READ,outcome,2022-01-13 06:28:05,research,success
L0001438,U0006,WRITE,medication,2018-12-25 04:53:43,research,success
L0001439,U0032,READ,encounter,2018-11-14 09:48:54,population_health,success
L0001440,U0063,READ,consent,2023-02-26 01:43:56,research,success
L0001441,U0075,READ,consent,2025-07-20 21:47:15,research,success
L0001442,U0038,READ,encounter,2020-07-11 06:11:35,population_health,success
L0001443,U0056,WRITE,encounter,2021-08-27 15:47:30,care,success
L0001444,U0014,READ,condition,2018-11-24 06:15:03,research,success
L0001445,U0082,READ,encounter,2024-08-23 09:02:55,population_health,success
L0001446,U0070,SCORE,observation,2024-08-10 10:55:22,governance,success
L0001447,U0087,READ,outcome,2020-12-27 03:50:55,care,success
L0001448,U0068,WRITE,outcome,2023-10-25 16:11:52,population_health,success
L0001449,U0036,READ,medication,2023-06-14 07:10:35,care,success
L0001450,U0030,READ,encounter,2021-05-04 23:55:28,research,success
L0001451,U0058,READ,encounter,2021-09-21 05:27:26,population_health,success
L0001452,U0079,READ,model,2021-10-28 21:01:55,population_health,success
L0001453,U0030,ADMIN,outcome,2024-01-02 08:47:57,population_health,success
L0001454,U0032,READ,medication,2018-04-29 20:08:20,care,success
L0001455,U0061,READ,consent,2018-04-01 13:52:49,governance,success
L0001456,U0012,READ,outcome,2022-04-22 09:28:36,research,success
L0001457,U0033,ADMIN,patient,2021-08-22 13:09:12,research,success
L0001458,U0052,WRITE,encounter,2022-01-23 22:26:13,population_health,success
L0001459,U0005,READ,condition,2024-06-30 16:57:04,population_health,success
L0001460,U0082,READ,observation,2022-06-15 16:14:45,governance,success
L0001461,U0090,READ,model,2021-03-13 20:30:46,care,success
L0001462,U0023,READ,consent,2021-12-09 03:33:07,governance,success
L0001463,U0006,READ,consent,2020-01-04 05:35:18,research,success
L0001464,U0096,READ,condition,2024-01-10 12:17:50,care,success
L0001465,U0015,READ,condition,2022-09-11 23:37:14,governance,error
L0001466,U0094,SCORE,observation,2024-10-11 13:41:40,care,success
L0001467,U0094,READ,observation,2021-07-05 11:48:39,care,error
L0001468,U0063,READ,encounter,2023-03-05 01:32:40,population_health,success
L0001469,U0095,SCORE,outcome,2024-02-13 16:22:41,population_health,success
L0001470,U0016,READ,medication,2022-08-12 07:07:10,research,success
L0001471,U0050,READ,model,2022-12-07 13:21:14,governance,success
L0001472,U0001,READ,condition,2025-01-13 15:14:31,research,success
L0001473,U0021,SCORE,consent,2025-08-02 06:54:54,population_health,success
L0001474,U0043,READ,patient,2023-07-24 04:18:22,governance,success
L0001475,U0011,READ,patient,2020-11-08 17:54:54,care,success
L0001476,U0067,READ,consent,2022-03-27 13:02:04,governance,success
L0001477,U0052,READ,observation,2018-03-28 10:00:32,research,success
L0001478,U0069,READ,observation,2025-02-16 17:46:26,research,success
L0001479,U0035,READ,model,2024-10-14 13:47:45,care,success
L0001480,U0029,READ,encounter,2020-12-26 07:14:28,care,success
L0001481,U0064,READ,condition,2025-09-19 03:06:50,care,success
L0001482,U0016,READ,encounter,2021-01-13 14:28:41,research,denied
L0001483,U0068,SCORE,model,2018-07-29 22:22:20,governance,success
L0001484,U0007,READ,encounter,2019-12-15 06:40:29,research,success
L0001485,U0011,READ,patient,2024-05-22 17:49:27,care,error
L0001486,U0097,READ,consent,2019-12-18 03:21:41,care,success
L0001487,U0081,READ,consent,2021-11-09 21:38:22,population_health,success
L0001488,U0097,READ,encounter,2019-10-05 15:05:36,research,success
L0001489,U0076,READ,condition,2021-01-23 03:49:47,research,success
L0001490,U0081,READ,model,2021-04-22 14:10:28,population_health,success
L0001491,U0008,READ,medication,2019-09-24 16:28:44,research,success
L0001492,U0063,READ,observation,2024-04-23 07:28:12,care,success
L0001493,U0097,SCORE,encounter,2021-03-03 18:54:46,governance,success
L0001494,U0087,READ,consent,2021-05-20 09:55:44,care,success
L0001495,U0067,READ,outcome,2019-05-24 21:44:43,research,success
L0001496,U0095,SCORE,consent,2018-01-14 04:33:13,research,success
L0001497,U0029,READ,outcome,2021-10-06 23:49:46,governance,success
L0001498,U0031,READ,observation,2023-04-26 15:01:22,population_health,success
L0001499,U0038,SCORE,model,2025-01-12 07:38:28,governance,success
L0001500,U0093,READ,patient,2022-06-07 00:08:37,governance,success
L0001501,U0092,READ,consent,2021-11-16 19:06:08,care,success
L0001502,U0092,SCORE,model,2020-06-29 05:52:17,population_health,denied
L0001503,U0089,READ,observation,2020-06-29 17:40:09,governance,success
L0001504,U0012,ADMIN,medication,2024-09-07 06:25:41,governance,success
L0001505,U0031,READ,consent,2021-05-27 07:13:36,research,success
L0001506,U0028,WRITE,encounter,2020-07-20 03:31:48,governance,success
L0001507,U0076,READ,observation,2023-09-23 11:15:19,governance,success
L0001508,U0087,ADMIN,observation,2020-12-20 16:54:55,population_health,success
L0001509,U0075,READ,observation,2025-07-24 02:43:31,care,success
L0001510,U0026,READ,consent,2020-01-06 13:24:31,research,success
L0001511,U0002,READ,patient,2022-01-31 18:47:04,governance,success
L0001512,U0096,READ,condition,2024-01-31 07:43:45,research,success
L0001513,U0085,READ,observation,2023-12-23 15:55:20,governance,success
L0001514,U0028,READ,condition,2025-01-18 07:45:51,population_health,success
L0001515,U0095,READ,consent,2019-04-21 18:06:49,care,success
L0001516,U0030,WRITE,observation,2024-10-29 04:21:08,population_health,success
L0001517,U0005,SCORE,medication,2022-05-12 23:47:06,population_health,success
L0001518,U0033,WRITE,encounter,2023-02-22 19:16:10,governance,success
L0001519,U0021,READ,condition,2025-06-19 15:54:42,governance,success
L0001520,U0011,READ,medication,2020-06-16 22:23:57,care,success
L0001521,U0003,READ,observation,2019-09-19 05:12:38,population_health,success
L0001522,U0086,READ,medication,2019-09-17 00:41:05,care,success
L0001523,U0003,READ,medication,2019-02-06 09:47:35,research,success
L0001524,U0009,WRITE,model,2019-12-31 21:17:17,governance,success
L0001525,U0018,READ,outcome,2021-07-06 22:16:45,population_health,success
L0001526,U0078,READ,medication,2021-11-22 09:41:56,governance,success
L0001527,U0064,READ,medication,2025-05-23 13:16:45,care,success
L0001528,U0035,READ,observation,2022-03-05 19:07:01,care,success
L0001529,U0091,READ,observation,2023-10-11 08:54:52,governance,success
L0001530,U0013,READ,encounter,2024-07-12 19:26:11,research,success
L0001531,U0061,READ,observation,2022-03-16 22:07:46,care,success
L0001532,U0035,READ,model,2025-02-07 21:45:03,governance,success
L0001533,U0077,WRITE,observation,2020-01-20 03:33:24,care,success
L0001534,U0007,READ,patient,2024-10-28 07:42:40,research,success
L0001535,U0055,READ,condition,2024-05-10 11:19:13,research,success
L0001536,U0007,READ,model,2018-12-04 17:32:36,research,success
L0001537,U0042,ADMIN,model,2020-04-13 08:49:55,population_health,success
